OperationalIncidentId,CapacityId,DatacentreId,Region,FabricSku,SKUClass,OpenedDate,Severity,IncidentType,DowntimeMinutes,ImpactedCustomers,IsSynthetic,Provenance
OPS00581,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-12-24,Sev3,Unplanned reboot,50,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00588,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-12-24,Sev4,Capacity throttling,7,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00293,westeurope-dc10-cap01,westeurope-dc10,westeurope,F128,GPU-class,2025-12-24,Sev2,Network partition,28,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00438,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-12-24,Sev3,Network partition,41,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00788,uksouth-dc06-cap02,uksouth-dc06,uksouth,F64,AMD-highmem,2025-12-24,Sev2,Capacity throttling,29,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00650,canadaeast-dc10-cap02,canadaeast-dc10,canadaeast,F64,AMD-highmem,2025-12-24,Sev4,Memory pressure,5,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00271,westeurope-dc06-cap02,westeurope-dc06,westeurope,F4,GPU-class,2025-12-25,Sev2,Node unresponsive,176,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00723,eastus2-dc10-cap01,eastus2-dc10,eastus2,F32,AMD-standard,2025-12-25,Sev1,Capacity throttling,162,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00457,canadacentral-dc02-cap01,canadacentral-dc02,canadacentral,F128,AMD-standard,2025-12-25,Sev4,Capacity throttling,6,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00725,eastus2-dc10-cap01,eastus2-dc10,eastus2,F32,AMD-standard,2025-12-26,Sev4,Capacity throttling,8,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00031,southcentralus-dc02-cap01,southcentralus-dc02,southcentralus,F32,Intel-highmem,2025-12-26,Sev4,Unplanned reboot,3,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00467,canadacentral-dc02-cap02,canadacentral-dc02,canadacentral,F64,AMD-standard,2025-12-26,Sev3,Memory pressure,33,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00086,southcentralus-dc07-cap03,southcentralus-dc07,southcentralus,F4,Intel-highmem,2025-12-26,Sev3,Capacity throttling,31,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00772,uksouth-dc05-cap04,uksouth-dc05,uksouth,F4,AMD-highmem,2025-12-26,Sev4,Capacity throttling,8,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00703,eastus2-dc07-cap04,eastus2-dc07,eastus2,F2,AMD-highmem,2025-12-26,Sev4,Storage latency,1,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00227,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2025-12-26,Sev2,Storage latency,40,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00773,uksouth-dc05-cap04,uksouth-dc05,uksouth,F4,AMD-highmem,2025-12-27,Sev3,Unplanned reboot,14,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00512,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-12-27,Sev1,Storage latency,133,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00640,canadaeast-dc10-cap01,canadaeast-dc10,canadaeast,F128,AMD-highmem,2025-12-28,Sev3,Node unresponsive,48,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00958,northeurope-dc07-cap01,northeurope-dc07,northeurope,F32,AMD-standard,2025-12-28,Sev4,Storage latency,2,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00570,canadaeast-dc01-cap03,canadaeast-dc01,canadaeast,F4,AMD-highmem,2025-12-28,Sev4,Network partition,1,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00596,canadaeast-dc05-cap03,canadaeast-dc05,canadaeast,F4,AMD-highmem,2025-12-29,Sev4,Capacity throttling,13,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00526,canadacentral-dc07-cap02,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-12-29,Sev3,Capacity throttling,6,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00117,southcentralus-dc10-cap04,southcentralus-dc10,southcentralus,F2,Intel-highmem,2025-12-29,Sev3,Capacity throttling,57,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00436,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-12-29,Sev3,Unplanned reboot,59,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00977,northeurope-dc10-cap03,northeurope-dc10,northeurope,F4,AMD-standard,2025-12-29,Sev3,Node unresponsive,8,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00417,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-12-29,Sev3,Storage latency,40,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00387,northcentralus-dc08-cap01,northcentralus-dc08,northcentralus,F128,AMD-highmem,2025-12-29,Sev2,Unplanned reboot,39,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00511,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-12-29,Sev2,Network partition,55,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00046,southcentralus-dc04-cap01,southcentralus-dc04,southcentralus,F32,Intel-standard,2025-12-29,Sev4,Node unresponsive,10,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00633,canadaeast-dc09-cap03,canadaeast-dc09,canadaeast,F16,AMD-highmem,2025-12-29,Sev3,Storage latency,43,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00667,eastus2-dc01-cap02,eastus2-dc01,eastus2,F128,AMD-highmem,2025-12-30,Sev4,Capacity throttling,9,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00972,northeurope-dc10-cap01,northeurope-dc10,northeurope,F32,AMD-standard,2025-12-30,Sev3,Memory pressure,42,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00313,westeurope-dc10-cap04,westeurope-dc10,westeurope,F4,GPU-class,2025-12-30,Sev3,Node unresponsive,45,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00933,eastus-dc08-cap01,eastus-dc08,eastus,F64,AMD-standard,2025-12-30,Sev4,Storage latency,1,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00288,westeurope-dc09-cap03,westeurope-dc09,westeurope,F2,AMD-highmem,2025-12-30,Sev3,Memory pressure,40,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00704,eastus2-dc08-cap01,eastus2-dc08,eastus2,F128,AMD-highmem,2025-12-30,Sev4,Network partition,2,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00515,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-12-30,Sev4,Node unresponsive,12,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00824,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-12-31,Sev2,Network partition,106,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00484,canadacentral-dc04-cap01,canadacentral-dc04,canadacentral,F128,AMD-highmem,2025-12-31,Sev3,Memory pressure,59,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00646,canadaeast-dc10-cap01,canadaeast-dc10,canadaeast,F128,AMD-highmem,2025-12-31,Sev3,Node unresponsive,55,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00267,westeurope-dc06-cap01,westeurope-dc06,westeurope,F8,GPU-class,2025-12-31,Sev3,Unplanned reboot,8,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00923,eastus-dc06-cap01,eastus-dc06,eastus,F32,AMD-standard,2025-12-31,Sev2,Node unresponsive,167,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00459,canadacentral-dc02-cap01,canadacentral-dc02,canadacentral,F128,AMD-standard,2025-12-31,Sev4,Storage latency,2,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00629,canadaeast-dc09-cap01,canadaeast-dc09,canadaeast,F128,AMD-highmem,2025-12-31,Sev3,Capacity throttling,39,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00734,uksouth-dc01-cap01,uksouth-dc01,uksouth,F128,AMD-standard,2026-01-01,Sev3,Node unresponsive,10,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00118,southcentralus-dc10-cap04,southcentralus-dc10,southcentralus,F2,Intel-highmem,2026-01-01,Sev4,Node unresponsive,7,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00726,eastus2-dc10-cap01,eastus2-dc10,eastus2,F32,AMD-standard,2026-01-01,Sev2,Capacity throttling,72,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00054,southcentralus-dc04-cap02,southcentralus-dc04,southcentralus,F4,Intel-standard,2026-01-01,Sev4,Capacity throttling,12,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00307,westeurope-dc10-cap02,westeurope-dc10,westeurope,F64,GPU-class,2026-01-01,Sev4,Memory pressure,2,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00142,centralindia-dc04-cap01,centralindia-dc04,centralindia,F32,Intel-highmem,2026-01-01,Sev1,Memory pressure,319,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00569,canadaeast-dc01-cap03,canadaeast-dc01,canadaeast,F4,AMD-highmem,2026-01-01,Sev3,Node unresponsive,27,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00610,canadaeast-dc06-cap05,canadaeast-dc06,canadaeast,F4,AMD-highmem,2026-01-01,Sev3,Unplanned reboot,26,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00381,northcentralus-dc06-cap01,northcentralus-dc06,northcentralus,F128,GPU-class,2026-01-01,Sev4,Storage latency,9,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00939,eastus-dc10-cap03,eastus-dc10,eastus,F8,AMD-highmem,2026-01-01,Sev3,Capacity throttling,17,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00544,canadacentral-dc08-cap01,canadacentral-dc08,canadacentral,F128,AMD-highmem,2026-01-02,Sev3,Network partition,48,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00017,southcentralus-dc01-cap03,southcentralus-dc01,southcentralus,F8,Intel-highmem,2026-01-02,Sev3,Storage latency,56,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00160,centralindia-dc04-cap03,centralindia-dc04,centralindia,F4,Intel-highmem,2026-01-02,Sev4,Capacity throttling,14,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00870,westus2-dc01-cap03,westus2-dc01,westus2,F4,AMD-standard,2026-01-02,Sev2,Memory pressure,176,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00255,westeurope-dc02-cap01,westeurope-dc02,westeurope,F64,AMD-highmem,2026-01-02,Sev4,Memory pressure,12,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00738,uksouth-dc01-cap01,uksouth-dc01,uksouth,F128,AMD-standard,2026-01-02,Sev3,Storage latency,22,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00755,uksouth-dc03-cap01,uksouth-dc03,uksouth,F128,AMD-highmem,2026-01-03,Sev3,Storage latency,24,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00647,canadaeast-dc10-cap02,canadaeast-dc10,canadaeast,F64,AMD-highmem,2026-01-03,Sev3,Memory pressure,51,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00904,eastus-dc05-cap01,eastus-dc05,eastus,F64,AMD-standard,2026-01-03,Sev4,Unplanned reboot,4,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00055,southcentralus-dc04-cap02,southcentralus-dc04,southcentralus,F4,Intel-standard,2026-01-03,Sev2,Storage latency,85,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00929,eastus-dc08-cap01,eastus-dc08,eastus,F64,AMD-standard,2026-01-03,Sev3,Capacity throttling,30,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00199,centralindia-dc08-cap01,centralindia-dc08,centralindia,F8,Intel-standard,2026-01-04,Sev3,Unplanned reboot,5,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00573,canadaeast-dc02-cap01,canadaeast-dc02,canadaeast,F16,AMD-highmem,2026-01-04,Sev2,Network partition,41,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00453,canadacentral-dc01-cap01,canadacentral-dc01,canadacentral,F128,AMD-highmem,2026-01-04,Sev3,Node unresponsive,31,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00045,southcentralus-dc03-cap03,southcentralus-dc03,southcentralus,F2,Intel-standard,2026-01-04,Sev4,Capacity throttling,4,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00964,northeurope-dc08-cap02,northeurope-dc08,northeurope,F8,AMD-highmem,2026-01-04,Sev4,Node unresponsive,3,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00109,southcentralus-dc10-cap01,southcentralus-dc10,southcentralus,F16,Intel-highmem,2026-01-04,Sev1,Network partition,299,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00350,northcentralus-dc04-cap01,northcentralus-dc04,northcentralus,F64,GPU-class,2026-01-04,Sev1,Storage latency,95,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00522,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2026-01-05,Sev3,Storage latency,52,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00218,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2026-01-05,Sev3,Network partition,6,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00229,centralindia-dc10-cap02,centralindia-dc10,centralindia,F4,Intel-highmem,2026-01-05,Sev3,Node unresponsive,31,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00849,uksouth-dc09-cap01,uksouth-dc09,uksouth,F128,AMD-highmem,2026-01-05,Sev3,Capacity throttling,5,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00942,eastus-dc10-cap04,eastus-dc10,eastus,F4,AMD-highmem,2026-01-05,Sev4,Unplanned reboot,12,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00934,eastus-dc08-cap01,eastus-dc08,eastus,F64,AMD-standard,2026-01-05,Sev3,Network partition,37,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00910,eastus-dc05-cap01,eastus-dc05,eastus,F64,AMD-standard,2026-01-06,Sev3,Node unresponsive,5,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00883,westus2-dc04-cap03,westus2-dc04,westus2,F2,AMD-standard,2026-01-06,Sev4,Capacity throttling,2,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00763,uksouth-dc03-cap04,uksouth-dc03,uksouth,F8,AMD-highmem,2026-01-06,Sev3,Capacity throttling,15,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00437,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2026-01-06,Sev4,Capacity throttling,5,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00282,westeurope-dc08-cap02,westeurope-dc08,westeurope,F4,AMD-highmem,2026-01-06,Sev3,Memory pressure,43,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00689,eastus2-dc04-cap01,eastus2-dc04,eastus2,F128,AMD-highmem,2026-01-06,Sev3,Storage latency,54,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00556,canadacentral-dc09-cap01,canadacentral-dc09,canadacentral,F128,AMD-highmem,2026-01-06,Sev2,Node unresponsive,137,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00585,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2026-01-06,Sev3,Network partition,20,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00680,eastus2-dc02-cap02,eastus2-dc02,eastus2,F16,AMD-highmem,2026-01-06,Sev4,Node unresponsive,1,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00949,northeurope-dc02-cap01,northeurope-dc02,northeurope,F32,AMD-highmem,2026-01-06,Sev4,Unplanned reboot,13,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00448,canadacentral-dc01-cap01,canadacentral-dc01,canadacentral,F128,AMD-highmem,2026-01-07,Sev3,Memory pressure,11,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00022,southcentralus-dc01-cap03,southcentralus-dc01,southcentralus,F8,Intel-highmem,2026-01-07,Sev2,Capacity throttling,38,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00424,northcentralus-dc09-cap02,northcentralus-dc09,northcentralus,F64,GPU-class,2026-01-07,Sev3,Node unresponsive,10,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00395,northcentralus-dc08-cap02,northcentralus-dc08,northcentralus,F4,AMD-highmem,2026-01-08,Sev3,Capacity throttling,54,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00782,uksouth-dc06-cap01,uksouth-dc06,uksouth,F128,AMD-highmem,2026-01-08,Sev3,Node unresponsive,8,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00516,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2026-01-08,Sev4,Node unresponsive,11,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00514,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2026-01-08,Sev2,Node unresponsive,33,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00039,southcentralus-dc03-cap01,southcentralus-dc03,southcentralus,F32,Intel-standard,2026-01-08,Sev3,Capacity throttling,43,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00237,centralindia-dc10-cap03,centralindia-dc10,centralindia,F2,Intel-highmem,2026-01-09,Sev3,Storage latency,42,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00891,westus2-dc07-cap01,westus2-dc07,westus2,F64,AMD-highmem,2026-01-09,Sev3,Network partition,39,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00661,eastus2-dc01-cap01,eastus2-dc01,eastus2,F256,AMD-highmem,2026-01-09,Sev4,Memory pressure,11,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00665,eastus2-dc01-cap02,eastus2-dc01,eastus2,F128,AMD-highmem,2026-01-09,Sev3,Network partition,13,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00079,southcentralus-dc07-cap01,southcentralus-dc07,southcentralus,F16,Intel-highmem,2026-01-10,Sev2,Node unresponsive,57,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00893,westus2-dc09-cap01,westus2-dc09,westus2,F16,AMD-standard,2026-01-10,Sev1,Network partition,78,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00847,uksouth-dc08-cap02,uksouth-dc08,uksouth,F64,AMD-highmem,2026-01-10,Sev3,Node unresponsive,20,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00412,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2026-01-10,Sev4,Storage latency,13,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00592,canadaeast-dc03-cap02,canadaeast-dc03,canadaeast,F8,AMD-standard,2026-01-10,Sev3,Capacity throttling,39,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00400,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2026-01-10,Sev3,Storage latency,18,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00486,canadacentral-dc04-cap01,canadacentral-dc04,canadacentral,F128,AMD-highmem,2026-01-11,Sev4,Unplanned reboot,14,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00708,eastus2-dc08-cap01,eastus2-dc08,eastus2,F128,AMD-highmem,2026-01-11,Sev3,Node unresponsive,19,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00290,westeurope-dc10-cap01,westeurope-dc10,westeurope,F128,GPU-class,2026-01-11,Sev4,Node unresponsive,9,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00082,southcentralus-dc07-cap02,southcentralus-dc07,southcentralus,F8,Intel-highmem,2026-01-11,Sev4,Node unresponsive,6,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00299,westeurope-dc10-cap01,westeurope-dc10,westeurope,F128,GPU-class,2026-01-11,Sev2,Capacity throttling,79,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00845,uksouth-dc08-cap02,uksouth-dc08,uksouth,F64,AMD-highmem,2026-01-12,Sev3,Unplanned reboot,53,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00428,northcentralus-dc09-cap03,northcentralus-dc09,northcentralus,F2,GPU-class,2026-01-12,Sev4,Node unresponsive,3,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00167,centralindia-dc05-cap02,centralindia-dc05,centralindia,F8,Intel-highmem,2026-01-12,Sev3,Node unresponsive,35,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00376,northcentralus-dc05-cap02,northcentralus-dc05,northcentralus,F32,GPU-class,2026-01-12,Sev3,Storage latency,46,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00052,southcentralus-dc04-cap01,southcentralus-dc04,southcentralus,F32,Intel-standard,2026-01-12,Sev1,Memory pressure,277,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00900,eastus-dc02-cap01,eastus-dc02,eastus,F16,AMD-standard,2026-01-12,Sev2,Node unresponsive,158,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00405,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2026-01-13,Sev1,Storage latency,395,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00930,eastus-dc08-cap01,eastus-dc08,eastus,F64,AMD-standard,2026-01-13,Sev2,Node unresponsive,41,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00373,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2026-01-13,Sev2,Memory pressure,38,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00450,canadacentral-dc01-cap01,canadacentral-dc01,canadacentral,F128,AMD-highmem,2026-01-13,Sev3,Node unresponsive,27,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
